fr,mc,phonetic,cat
équivalent,sm,,adjectif
équivoque,eqivucu,,adjectif
érable,blaiu,,nom
érafler,eraflà,,verbe
ère,era,,nom
érection,ereçiun,,nom
éreinter,derenà,,verbe
éreinter,desrenà,,verbe
*ergot,arpiun,,nom
ériger,erige,,verbe
s'ériger,s'erige,,verbe
ermite,ermita,,nom
bernard-l'hermite,curnetu a pate,,autre
érosion,erusiun,,nom
érotique,eroticu,,adjectif
érotisme,erutismu,,nom
errant,errante,,adjectif
errer (aller à l'aventure),errà,,verbe
errer (se tromper),se sbayà,,verbe
erreur,errù,,nom
érudit,efüdiu,,adjectif
érudition,eî'üdiçiun,,nom
éruption,ei'üçiun,,nom
*érysipèle,resipela sf,,nom
escabeau,sgabelu,,nom
escadre,sqadra,,nom
escadron,sqadrun,,nom
escalade,scarada,,nom
escalier,scara sf,,nom
escalope,scalopa,,nom
escamoter,rubà,,verbe
escapade,scapada,,nom
*escargot,limaça sf,,nom
escarmouche,scaramucia,,nom
escarpé,ertu,,adjectif
escarpin,scarpin,,nom
esche,esca,,nom
esclavage,scciavitüdine sf,,nom
esclave,scciavu,,nom
escompte,scontu,,nom
escompter,scuntà,,verbe
escorte,scorta,,nom
escorter,scurtà,,verbe
escrime,escrima,,nom
escrimer (s'),se scarmenà,,verbe
escroc,scrucun,,nom
escroquer,scrucà,,verbe
escroquerie,scrucaria,,nom
espace,spaçi,,nom
espadon,pisciu spada,,nom
Espagne,Spagna,,nom
espagnol,spagnolu,,adjectif
espagnolete,spagnuleta,,nom
espalier,spaliera,,nom
espalmer,sparmà,,verbe
espèce,specie,,nom
espèce,sorta,,nom
espèce,raça,,nom
espérance,sperança,,nom
espérer,sperà,,verbe
*espion,spiun,,nom
espionnage,spiunage,,nom
espionner,spià,,verbe
espoir,afidamentu,,nom
espoir,sperança,,nom
esprit,spiritu,,nom
esprit,arimu,,nom
esprit,mente,,nom
esprit (alcool),spiritu,,nom
esquif,lancia sf,,nom
esquisse,esqissa,,nom
esquisser,esqissà,,verbe
esquiver,schivà,,verbe
s'esquiver,se schivà,,verbe
essai,sperimentu,,nom
essaim,sciamu,,nom
essaimer,sciarnà,,verbe
essayer,pruvà,,verbe
essence (nature),essenza,,nom
essentiel,sm,,adjectif
essentiellement,essençialamente,,adjectif
essieu,assà,,nom
prendre son essor,piyà u voru,,autre
essorer,sciügà,,verbe
essoufflement,afanu,,nom
essouffler,afanà,,verbe
s'essouffler,s'afanà,,verbe
*essuyer (sécher),sciügà,,verbe
s'essuyer,se panà,,verbe
essuyer (subir),subi,,verbe
*est,levante,,nom
estafette,stafeta,,nom
estampe,stampa,,nom
esthétique,esteticu,,adjectif
esthétique,estetica,,nom
estimable,stimabile,,adjectif
estimation,stimaçiun,,nom
*estime (respect),stima • estime (estimation),,nom
estimer (respecter),stimà • estimer (évaluer),,verbe
*estomac,stœrnegu,,nom
estomaquer,stunà,,verbe
estrade,parcu sm,,nom
estragon,stragun,,nom
estran,bagnasciüga,,nom
estropier,destrupià,,verbe
estuaire,estüari,,nom
esturgeon,sturiun,,nom
et,e,,particule
*étable,stala,,nom
établi,stabiliu,,autre
*établir,stabili,,verbe
établissement,stabilimentu,,nom
étage,cian,,nom
étagère,stagera,,nom
étai,puntelu,,nom
supprimer les étais,despuntelà,,autre
étain,stagnu,,nom
étalage,étalage; sf,,nom
étaler,mostra,,verbe
étalon (reproduction),stalun • étalon (modèle),,nom
étambot,dritu de pupa,,nom
étamer,stagnà,,verbe
*étameur,stagnin,,nom
étamine,stamina,,nom
étancher,stagnà,,verbe
étang,stagnu,,nom
étape,tapa,,nom
*état (nation),nm,,nom
état (condition,sm,,pronom
état (tableau,sm,,autre
étau,morsa sf,,nom
étayer,puntelà,,verbe
été (saison),estae,,nom
été (d'être),stau; j'ai été,,autre
éteignoir,desmorse candela,,nom
éteindre,desmorse,,verbe
s'éteindre,se stenze,,verbe
étendard,standardu,,nom
étendard romain,labaru,,nom
étendre (déployer,v. stende,,autre
s'étendre,s'estende,,verbe
étendu,destesu; a. longu,,autre
*étendue,vastità,,nom
éternel,perene,,adjectif
éternuement,stranücada,,nom
éther,etere,,nom
étinceler,brilà,,verbe
étincelle,bülügura,,nom
étiquette (écriteau),eticheta,,nom
étiquette (cérémonial),çeremuniale,,nom
étirer (s'),se stirà,,verbe
étirer (s'),se destende,,verbe
étoffe,panu,,nom
étonner,stüpi,,verbe
étouffement,sf,,nom
*étouffer,stufà - s'étouffer,,verbe
étourdi,inavertente,,adjectif
étourdir,stramurti,,verbe
étourdissement,stramurtimentu,,nom
étrange,straman,,adjectif
étranger,esoticu • étranger,,adjectif
étrangler,vpr. se strangurà - en s'étranglant,,verbe
étrave,sm,,nom
être,iesse,,verbe
*étreindre,vpr. s'ümbrassà,,verbe
étreinte,sm. abrassu,,nom
étrenne,mancia,,nom
étrier,sf,,nom
étriller,se fa bastunà,,verbe
étriper,spansà,,verbe
étude (travail),sm. - maître d'étude,,nom
étudier,vpr. se stüdià,,verbe
*euphorbe,sm. pureiju,,nom
européen,n. Eurupean,,adjectif
eux,sun eli,,pronom
évader (s'),scapà - faire évader,,verbe
évaluer,valütà,,verbe
évaporer (s'),svani,,verbe
évêché,cüria,,nom
éveil,sf - donner l'éveil,,nom
éveiller,fà nasce - s'éveiller,,verbe
énement,eventu,,nom
éventail,a scara d'e paghe,,nom
éventrer,sbürtà,,verbe
évier,pila,,nom
éviter,elüde,,verbe
*évolution,sm. deccursu,,nom
exalter,magnificà - s'exalter,,verbe
examiner,vpr. s'esaminà,,verbe
exaspérer,vpr. s'esasperà,,verbe
excavation,sm. scavu,,nom
excédent,sf,,nom
excellent,prelibau,,adjectif
excepté,sarvu,,particule
excès,strapassu,,nom
excessif,imuderau,,adjectif
excitant,ecitante,,nom
excitateur,ecitatù,,nom
excitation,ecitaçiun,,nom
exciter,sciamenà,,verbe
s'exciter,s'ecità,,verbe
exclamation,esclamaçiun,,nom
exclamer (s'),s'esclamà,,verbe
exclure,esclüde,,verbe
s'exclure,s'exclüde,,verbe
*exclusif,csclüsivu,,adjectif
exclusive,esclüsiva,,nom
exclusion,esclüsiun,,nom
exclusivité,esclüsività,,nom
excommunication,scumünega,,nom
excommunié,scumünegau,,adjectif
excommunier,scumünegà,,verbe
excrément,escrementu,,nom
excrétion,escreçiun,,nom
excroissance,escrescença,,nom
excursion,escürsiun,,nom
*excuse,scüsa,,nom
excuser,scüsà,,verbe
s'excuser,se scüsà,,verbe
exécrable,esecrabile,,adjectif
exécration,esecraçi un,,nom
exécrer,esecrà,,verbe
exécuter,esecütà,,verbe
s'exécuter,s'esecütà,,verbe
exécuteur,esecütù,,nom
exécuteur des hautes œuvres,boia,,nom
exécutif,esecütivu,,nom
exécution,esecüçiun,,nom
exemplaire,esemplari,,adjectif
exemplaire,copia,,nom
exemple,esempi,,nom
exempt (dispensé),esente,,adjectif
exempt (police),ufiçiale de puliça,,nom
exempter,esentà,,verbe
s'exempter,s'esentà,,verbe
exemption,imünità,,nom
exercer,praticà - s'exercer,,verbe
exercice,eserçiçi,,nom
exercice,eserçitaçiun,,nom
exhalaison,esalaçiun,,nom
exhaler,esalà,,verbe
exhaler sa colère,se sfugà,,autre
s'exhaler,s'esalà,,verbe
exhiber,esibi,,verbe
s'exhiber,se fa vede,,verbe
s'exhiber,pavunesà,,verbe
exhibition,presentaçiun,,nom
exhumer,esümà,,verbe
exhumer,dessuterrà,,verbe
exigeant,esigente,,adjectif
exigeant,pretençiusu,,adjectif
exigence,esigença,,nom
exiger,esige,,verbe
exiger,esigià,,verbe
exigibilité,esigibilità,,nom
exigible,esigibile,,adjectif
exigu,esigüu,,adjectif
exil,esiliu,,nom
exilé,esule,,adjectif
exiler,esilià,,verbe
s'exiler,s'esilià,,verbe
exorbitant,esurbitante,,adjectif
exorciser,esurcisà,,verbe
exorcisme,esurcismu,,nom
exorciste,esurcista,,nom
exorde,esordi,,nom
exotique,esoticu,,adjectif
exotisme,esutismu,,nom
expansif,espansivu,,adjectif
expansion,espansiun,,nom
expatrier,espatrià,,verbe
expatrier,despatrià,,verbe
s'expatrier,s'espatrià,,verbe
expédier,spedi,,verbe
expérience (savoir-faire),esperiença,,nom
expérience (essai),sm. sperimentu,,nom
expérimentation,sm. expérimenté,,nom
expert,peritu,,adjectif
expertise,periçia,,nom
expertiser,espertisà,,verbe
expiation,espiaçiun,,nom
expiatoire,espiatori,,adjectif
expliquer,spiegà,,verbe
s'expliquer,se spiegà,,verbe
s'expliquer,avè üna discüssiun,,verbe
exploit,valentia sf,,nom
exploit d'huissier,cunstatu,,autre
exploitation,miniera; sm. sfrütamentu,,nom
exploiter,fà prudüje,,verbe
exploser,scciupà,,verbe
exposé,sm. narraçiun,,autre
exposer (montrer),espusà - s'exposer,,verbe
exposition,mustra,,nom
exprès,daspressi • exprès,,adjectif
*exprimer,esprirnà - s'exprimer,,verbe
expulser,cacià fœra,,verbe
*exquis,sqisitu,,adjectif
exténuer,vpr. s'estenüà,,verbe
extérieur,sm. estcriù,,adjectif
extermination,sm. massacru,,nom
extirper,sbarbà,,verbe
extorquer,esturcà,,verbe
extrait,cerlificatu de nascita,,adjectif
extravagance,matunaria,,nom
extrême,estremu,,nom
à l'extrême,a reu,,autre
à l'extrême,da reu,,autre
exubérance de paroles,facundia,,autre
exultation,esültança,,nom
exutoire,sf funtanela,,nom
