fr,mc,phonetic,cat
comédie,cumedia,,nom
comédien,cumediante,,nom
comestible,cumestible,,adjectif
comète,cumeta,,nom
comique,comicu,,adjectif
comiquement,cumicamente,,adjectif
comité,cumitau,,nom
commandant,cumandante,,adjectif
commande,cumanda,,nom
commandement,cumandamentu,,nom
commander,cumandà,,verbe
se commander,se cumandà,,verbe
commanderie,cumenda,,nom
commandeur,cumendatù,,nom
comme,cuma,,adjectif
commémoratif,cumemurativu,,adjectif
commémoration,cumemuraçiun,,nom
commémorer,cumemurà,,verbe
commencement,cumençamentu,,nom
commencer,cumençà,,verbe
comment,cuma,,adjectif
commentaire,cumentari,,nom
commenter,cumentà,,verbe
commérage,pastruyu,,nom
commerçant,cumerçante,,adjectif
commerce,cumerçu,,nom
commercer,cumerçà,,verbe
commercial,cumerçiale,,adjectif
commère,cumà,,nom
commérer,pastruyà,,verbe
commettre,cumete,,verbe
commis,garçun,,nom
commisération,cumiseraçiun,,nom
commissaire,cumissari,,nom
commissariat,cumissarià,,nom
commission,cumissiun,,nom
commissionnaire,cumissiunari,,nom
commode (facile),comudu,,adjectif
commodément,cumudamente,,adjectif
commodité,cumudità,,nom
commotion,cumuçiun,,nom
commun,sm,,adjectif
communal,cumünale,,adjectif
communauté,cl.imünità,,nom
commune,cumüna,,nom
communiant,cumüniante,,nom
communicatif,cumünicativu,,adjectif
communication,cumünicaçiun,,nom
communier,cumünegà,,verbe
communion,cumüniun,,nom
communiqué,sm,,adjectif
communiquer,cumünicà,,verbe
communisme,cumünismu,,nom
communiste,cumünista,,adjectif
commutation,cumütaçiun,,nom
compact,cumpatu,,adjectif
compagne,cumpagna,,nom
compagnie,cumpagnia,,nom
compagnon,cumpagnu,,nom
comparaison,cumparesun,,nom
comparaison,cumparaçiun,,nom
comparaison,paragun,,nom
comparaître,cumpari,,verbe
comparatif,sm,,adjectif
comparer,cumparà,,verbe
se comparer,se cumparà,,verbe
compartiment,cumpartimentu,,nom
comparution,cumparsa,,nom
compas,cumpassu,,nom
compassé,cumpassau,,adjectif
compassion,cumpassiun,,nom
compatir,cumpati,,verbe
compatissant,cumpatiscente,,adjectif
compatriote,cumpatriota,,nom
compensation,cumpensaçiun,,nom
compenser,cumpensà,,verbe
compère,cumpà,,nom
compétence,cumpetença,,nom
compétent,cumpetente,,adjectif
compétiteur,cumpetitù,,nom
compétition,cumpetiçiun,,nom
compilateur,cumpilatù,,nom
compilation,cumpilaçiun,,nom
compiler,cumpilà,,verbe
complainte,nenia,,nom
complaire,cumpieije,,verbe
complaisance,cumpiejença,,nom
complément,cumplementu,,nom
complémentaire,cumplementari,,adjectif
complet,cumpletu,,adjectif
complet (vêtement),vestimentu,,nom
compléter,cumpletà,,verbe
se compléter,se cumpletà,,verbe
complexe,sm,,adjectif
complexion,cumplessiun,,nom
complication,cumplicaçiun,,nom
complicité,cumplicità,,nom
compliment,cumplimentu,,nom
complimenter,cumplimentà,,verbe
complimenteur,cumplimentusu,,adjectif
compliquer,cumplicà,,verbe
complot,cumplotu,,nom
comploter,cumplutà,,verbe
componction,cumpunçiun,,nom
comportement,cumpurtamentu,,nom
comporter,cumpurtà,,verbe
composer,cumpusà,,verbe
compositeur,cuinpusitù,,nom
composition,cumpusiçiun,,nom
être de bonne composition,iesse de bona pasta,,autre
compote,marmelada,,nom
compotier,frütiera,,nom
compréhension,cumprensiun,,nom
comprendre,capl,,verbe
se comprendre,se capi,,verbe
compresse,cumpressa,,nom
compresseur,cumpressù,,nom
comprimé,cumprimè,,nom
comprimer,cumprimà,,verbe
se comprimer,se cumprimà,,verbe
compromettre,cumprumete,,verbe
se compromettre,se cumprumete,,verbe
compromis,cumprumessu,,nom
compromission,cumprumissiun,,nom
comptabilité,cuntabilità,,nom
comptable,cuntabile,,adjectif
comptant,ad,,adjectif
compte,chœntu,,nom
compter,cüntà,,verbe
comptoir,bancu,,nom
compulser,cumpülsà,,verbe
comte,conte,,nom
comté,cuntea,,nom
concerner,cuncerne,,verbe
pour ce qui concerne,ün qantu cunceme,,autre
concert,cuncertu,,nom
concerter,cuncertà,,verbe
se concerter,se cuncertà,,verbe
concession,cuncessiun,,nom
concevoir,cuncepi,,verbe
concierge,cunçiergc,,nom
conciergerie,cunçiergeria,,nom
concile,cunctliu,,nom
conciliant,cunciliativu,,adjectif
conciliation,cunciliaçiun,,nom
concilier,cuncilià,,verbe
concilier,mete d'acordi,,verbe
se concilier,se cuncilià,,verbe
concis,cuncisu,,adjectif
concision,cuncisiun,,nom
conclave,cunclave,,nom
conclure,cunclüde,,verbe
conclusion,cunclüsiun,,nom
concombre,cughœmaru,,nom
concordance,cuncurdança,,nom
concordat,cuncurdatu,,nom
concorde,cuncordia,,nom
concorder,cuncurdà,,verbe
concourir,cuncurre,,verbe
concours,cuncursu,,nom
concret,cuncretu,,adjectif
concrétion,cuncreçiun,,nom
concubin,cuncübin,,adjectif
concubinage,cuncübinage,,nom
concupiscence,cuncüpiscença,,nom
concurrence,cuncürrença,,nom
concurrent,cuncürrente,,adjectif
concussion,cuncüssiun,,nom
concussionnaire,cuncüssiunari,,adjectif
condamnation,cundanaçiun,,nom
condamner,cundanà,,verbe
condamner sa porte,nun reçeve nüsciün,,autre
condensation,cundensaçiun,,nom
condensé,cumpendiu,,nom
condenser,cundensà,,verbe
condescendance,cundescendença,,nom
condescendant,cundescendente,,adjectif
condescendre,cundescende,,verbe
condiment,cundimentu,,nom
condition,cundiçiun,,nom
condition,statu,,nom
conditionnel,sm,,adjectif
conditionner,cundiçiunà,,verbe
condoléance,cunduleança,,nom
conducteur,cundütù,,adjectif
conduire,cundüje,,verbe
conduire,menà,,verbe
conduire,ghidà,,verbe
conduit,cundütu,,nom
conduite,cundüta,,nom
cône,conu,,nom
confabulation,cunfabülaçiun,,nom
confection,cunfeçiun,,nom
costume de confection,vestimentu belu fau,,autre
confectionner,cunfeçiunà,,verbe
confédération,cunfederaçiun,,nom
confédérer,cunfoderà,,verbe
conférence,cunferença,,nom
conférencier,cunferençiè,,nom
conférer,cunferi,,verbe
confesser,cunfessà,,verbe
confesser,avuà,,verbe
se confesser,se cunfessà,,verbe
confesseur,cunfessù,,nom
confession,cunfessiun,,nom
confessionnal,cunfessiunari,,nom
confessionnel,cunfessiunari,,adjectif
confiance,cunfiança,,nom
confiant,cunfidcnte,,adjectif
confidence,cunlidença,,nom
confident,cunfidente,,nom
confidentiel,cunfidençiale,,adjectif
confidentiellement,cunfidençialamente,,adjectif
confier,cunfià,,verbe
se confier,s'afidà,,verbe
confiner,cunfinà,,verbe
se confiner,se cunfinà,,verbe
confins,cunfin,,nom
confire,cunfità,,verbe
confirmation,cunfirmaçiun; sacrement de confirmation,,nom
confirmer,cunfermà,,verbe
se confirmer,se cunfermà,,verbe
confiscation,cunfiscaçiun,,nom
confiserie,cunfeteria,,nom
confiseur,cunfetiè,,nom
confisquer,cunfiscà,,verbe
confiture,cunfitüra,,nom
conflit,cunflitu,,nom
confondre,cunfunde,,verbe
se confondre,se cunfunde,,verbe
conformation,cunfurmaçiun,,nom
conforme,cunforme,,adjectif
conformer,cunfurmà,,verbe
se conformer,se cunfurmà,,verbe
conformisme,cunfurmismu,,nom
conformité,cunfurmità,,nom
confort,cunfortu,,nom
confortable,cunfurtabile,,adjectif
conforter,cunfurtà,,verbe
confraternité,cunfraternità,,nom
confrère,cunfratelu,,nom
confrérie,cunfreria,,nom
confrontation,cunfrontu,,nom
confronter,cunfruntà,,verbe
confus,cunfüsu,,adjectif
confusion,cunfüsiun,,nom
congé,cungè,,nom
congédier,cungedià,,verbe
congeler,cungelà,,verbe
se congeler,se cungelà,,verbe
congestion,cungestiun,,nom
congestionner,cungestiunà,,verbe
congestionner,sciamenà,,verbe
se congestionner,se cungestiunà,,verbe
congratulation,cungratülaçiun,,nom
congratuler,cungratülà,,verbe
se congratuler,se cungratülà,,verbe
congre,grungu,,nom
congrégation,cungregaçiun,,nom
congrès,cungressu,,nom
congressistes,cungressista,,autre
conifère,cuniferu,,nom
conique,conicu,,adjectif
conjecture,cungetüra,,nom
conjecturer,cungetürà,,verbe
conjoint,cungiuntu,,adjectif
conjointement,ünitamente,,adjectif
conjonctif,cungiuntivu,,adjectif
conjonction,cungiunçiun,,nom
conjoncture,cungiuntüra,,nom
conjugaison,cungiügaçiun,,nom
conjuguer,cungiügà,,verbe
se conjuguer,se cungiügà,,verbe
conjonuration,cungiüraçiun,,nom
conjurer (écarter),esurcisà,,verbe
conjurer (comploter),cungiürà,,verbe
connaissance,cunuscença,,nom
connaisseur,üntenditù,,nom
connaitre,cunusce,,verbe
se connaître,se cunusce,,verbe
connexion,cunessiun,,nom
connivence,cunivença,,nom
conque,conca,,nom
conquérant,cunchistatù,,adjectif
conquérir,cunchistà,,verbe
conquête,cuocbista,,nom
consacrer,cunsacrà,,verbe
se consacrer,se dedicà,,verbe
consanguin,cunsanghin,,adjectif
consanguinité,cunsanghinità,,nom
conscience,cunșiență,,nom
consciencieux,cunsciențiosu,,adjectif
conscription,cunscrițiun,,nom
conscrit,cunscritu,,nom
consécration,cunsecrațiun,,nom
conseil (suggestion),cunsiyu,,nom
conseil (assemblée),cunsiyu,,nom
conseiller,cunsiyà,,verbe
consentement,cunsentimentu,,nom
consentir,cunsenti,,verbe
conséquence,cunseqença,,nom
conséquent,cunseqente,,adjectif
conservateur,cunservatù,,adjectif
conservation,cunservaçiun,,nom
conservatoire,cunservatori,,nom
conserve,cunserva,,nom
conserver,cunservà,,verbe
se conserver,se cunservà,,verbe
considérable,cunsiderabile,,adjectif
considération,cunsideraçiun,,nom
considérer,cunsiderà,,verbe
se considérer,se cunsiderà,,verbe
consignation,cunsignaçiun,,nom
consigne,cunsigna,,nom
consigner,cunsignà,,verbe
consistance,cunsistença,,nom
consistant,cunsistente,,adjectif
consister,cunsiste,,verbe
consistoire,cunsistori,,nom
consolation,cunsulaçiun,,nom
console,cunsola,,nom
consoler,cunsulà,,verbe
consolidation,cunsulidaçiun,,nom
consolider,cunsulidà,,verbe
consommation,cunsümaçiun,,nom
consommer,cunsümà,,verbe
se consommer,se cunsümà,,verbe
constance,cunstança,,nom
constant,cunstante,,adjectif
constat,cunstatu,,nom
constatation,cunstataçiun,,nom
constater,cunstatà,,verbe
constellation,cunstelaçiun,,nom
consteller,cunstelà,,verbe
consternation,cunsternaçiun,,nom
consterner,cunsternà,,verbe
constipation,cunstipaçiun,,nom
constituer,cunstitüi,,verbe
se constituer,se cunstitül,,verbe
constitutif,cunstitütivu,,adjectif
constitution,cunstitüçiun,,nom
constitutionnel,cunstitüçiunale,,adjectif
construction,cunstrüçiun,,nom
construire,cunstrüi,,verbe
se construire,se cunstrüi,,verbe
consubstantiel,cunsüstançiale,,adjectif
consul,consu,,nom
consul,consulu,,nom
consulat,consülatu,,nom
consulat,cunsulatu,,nom
consultation,cunsültaçiun,,nom
consultation,cunsürta,,nom
consulter,cunsültà,,verbe
se consulter,se cunsültà,,verbe
consumer,cunsümà,,verbe
e consumer,se cunsümà,,verbe
contact,cuntatu,,nom
contagieux,cuntagiusu,,nom
contagion,cuntagiun,,nom
contamination,cuntaminaçiun,,nom
contaminer,cuntaminà,,verbe
se contaminer,se cuntaminà,,verbe
conte,chœntu,,nom
contemplatif,cuntemplativu,,adjectif
contemplation,cuntemplaçiun,,nom
contempler,cuntemplà,,verbe
contemporain,cuntempuraneu,,adjectif
contenance (capacité),cuntegnença,,nom
contenance (capacité),capacità,,nom
contenance,cuntegnença,,nom
contenance,capacità,,nom
contenance (attitude),cuntegnu,,nom
contenance,cuntegnu,,nom
contenir,cuntegnc,,verbe
se contenir,se cuntegne,,verbe
content,cuntentu,,adjectif
contentement,cuntentamentu,,nom
contentement,cuntentessa,,nom
contenter,cuntentà,,verbe
se contenter,se cuntentà,,verbe
contenu,cuntcgnüu,,adjectif
conter,chœntà,,verbe
conter des histoires,cüntà de cufe,,autre
contestation,cuntestaçiun,,nom
contester,cuntestà,,verbe
contexte,cuntestu,,nom
continence,cuntinença,,nom
continent,cuntinentc,,adjectif
continent,cuntinente,,nom
continental,cuntinentale,,adjectif
contingence,cunlingença,,nom
contingent,cuntingcnte,,nom
continu,cuntinüu,,adjectif
continuation,cuntinüaçiun,,nom
continuel,cuntinüale,,adjectif
continuellement,cuntinüalamente,,adjectif
continuer,cuntinüà,,verbe
se continuer,se cuntinüà,,verbe
continuité,cuntinüità,,nom
contorsion,cuntursiun,,nom
contorsionner (se),se cuntorze,,verbe
contour,cunturnu,,nom
contourner,cunturnà,,verbe
contractant,cuntraente,,adjectif
contracter (passer contrat,v,,adjectif
contraction,cuntraçiun,,nom
contradicteur,cuntraditù,,nom
contradiction,cuntradiçiun,,nom
contraindre,ubligà,,verbe
contrainte,obligu,,nom
contraire,cuntrari,,adjectif
contrairement,cuntrariamente,,adjectif
contrarier,cuntrarià,,verbe
contrariété,cuntrarietà,,nom
contraste,cuntrastu,,nom
contraster,cuntrastà,,verbe
contrat,cuntratu,,nom
contravention,cuntravençiun,,nom
contre,prép,,adjectif
contrebalancer,cuntrapesà,,verbe
contrebande,cuntrabanda,,nom
contrebandier,cuntrabandiè,,nom
contrebasse,cuntrabassu,,nom
contrecœur (à),a cuntrachœ,,adjectif
contrecoup,cuntracou,,nom
contredanse,cuntradansa,,nom
contredire,cuntradl,,verbe
contrée,cuntrada,,nom
contrefaçon,cuntrafaçun,,nom
contrefaire,cuntrafa,,verbe
contre-jour,cuntragiurnu,,nom
contremaître,cuntramestre,,nom
contremarche,cuntramarcia,,nom
contremarque,cuntramarca,,nom
contre-ordre,cuntrurdine,,nom
contre-pied (prendre le),foc. di u cuntrari,,autre
contre-pied,foc. di u cuntrari,,autre
contrepoids,cuntrapesu,,nom
contrepoint,cuntrapuntu,,nom
contrepoison,cuntrapujun,,nom
contrescarpe,cuntrascarpa,,nom
contresens,cuntrascnsu,,nom
contretemps,cuntratempu,,nom
contrevenir,cuntravegnl,,verbe
contrevent,cuntravcntu,,nom
contribuer,cuntribüi,,verbe
contribution,cuntribüçiun,,nom
contrister,cuntrislà,,verbe
contrit,cuntritu,,adjectif
contrition,cuntriçiun,,nom
contrôle,cuntrolu,,nom
contrôler,cuntrulà,,verbe
contrôleur,cuntrulù,,nom
controverse,cuntruversa,,nom
controverser,cuntruversà,,verbe
contusion,cuntüsiun,,nom
contusionné,cuntüsu,,adjectif
contusionner,cuntüsiunà,,verbe
convaincant,cunvincente,,adjectif
convaincre,cunvince,,verbe
convalescence,cunvalescença,,nom
convalescent,cunvalescente,,adjectif
convenable,cunveniente,,adjectif
convenance,cunvenjença,,nom
convenir,cunvegni,,verbe
convention,cunvençiun,,nom
conventionnel,cunvençiunale,,adjectif
conventuel,cunventüale,,adjectif
convergence,cunvergença,,nom
convers,cunversu,,adjectif
conversation,cunversaçiun,,nom
converser,cunversà,,verbe
conversion,cunversiun,,nom
convertir,cunverti,,verbe
convexe,cunvessu,,adjectif
conviction,cunvinçiun,,nom
convier,invità,,verbe
convives,invitau,,autre
convocation,cunvucaçiun,,nom
convoi,curtege,,nom
convoiter,desiderà,,verbe
convoitise,desideri,,nom
convoquer,cunvucà,,verbe
convulsé,cunvülsu,,adjectif
convulsif,cunvülsivu,,adjectif
cor,calu,,nom
cor (musique),cornu,,nom
corail,curalu,,nom
corbeau,crovu,,nom
corbeille,gorba,,nom
mettre en corbeille,üngurbà,,autre
corbillard,carru fünebru (o fünebru),,nom
corbillard,carretun d'i morti,,nom
cordage,curdage,,nom
tirer sur un cordage,ümbragà,,autre
corde,corda,,nom
corderie,curdaria,,nom
cordial,curdiale,,adjectif
cordialement,curdialamente,,adjectif
cordialité,curdialità,,nom
cordon,curdun,,nom
cordonniers,ciavatin,,autre
coriace,düru cuma chœru,,adjectif
coriandre,curiandulu,,nom
cormoran,crovu marin,,nom
corne,coma,,nom
corne (instrument sonore),cornu,,nom
corneille,curnaya,,nom
cornemuse,luira,,nom
corner,curnà,,verbe
corner,fa üna corna a,,verbe
faire une corne à,fa üna corna a,,verbe
cornet (musique),curnetu,,nom
cornet,curnetu,,nom
cornet de bonbons,cartociu,,autre
corniche,curnije,,nom
cornichon,cughœmerotu,,nom
cornouiller,curnalin,,nom
cornu,curnüu,,adjectif
corporatif,curpurativu,,adjectif
corporation,curpuraçiun,,nom
corporel,curpurale,,adjectif
corps,corpu,,nom
corps-mort,bauda,,nom
corpulence,curpülença,,nom
corpulent,curpülentu,,adjectif
correct,curretu,,adjectif
correction (rectification,sf,,autre
corrélation,currelaçiun,,nom
correspondance,currespundença,,nom
correspondant,currespundente,,adjectif
correspondre,curresponde,,verbe
corridor,curridù,,nom
corriger,currege,,verbe
corroborer,curruburà,,verbe
corrodant,currudente,,adjectif
corroder,currode,,verbe
corrompre,currumpe,,verbe
se corrompre,se currumpe,,verbe
se corrompre,se gastà,,verbe
corrosif,currusivu,,adjectif
corrosion,currusiun,,nom
corruption,currüçiun,,nom
corsage,corpu,,nom
corsaire,cursari,,nom
corse,corsegu,,adjectif
Corse,Corsega,,nom
corselet,curseletu,,nom
corser,dà corpu,,verbe
se corser,se cumplicà,,verbe
corset,cursè,,nom
cortège,curtege,,nom
corvée,curvea,,nom
corvette,curveta,,nom
coryza,üncifranada,,nom
attraper un coryza,s'üncifranà,,autre
cosmétique,sm,,adjectif
cosmopolite,cusmupulitu,,adjectif
cosse,schœrça,,nom
costume,custüme,,nom
cote,autessa,,nom
côte (os),costa,,nom
côte (pente),costa,,nom
côté,custà,,nom
coteau,culina,,nom
côtelette,custeleta,,nom
coterie,cumbricula,,nom
côtier,custieru,,adjectif
cotillon,cutiyun,,nom
cotisation,cutisaçiun,,nom
coton,cutun,,nom
cotonnade,cutunada,,nom
côtoyer,custegià,,verbe
cou,colu,,nom
couchant,punente,,nom
couche (lit),cucia,,nom
coucher,curcà,,verbe
coucou,cucu,,nom
coude,gumiu,,nom
coudre,cüje,,verbe
coudrier,colaru,,nom
couenne,cuega,,nom
couffe,cura,,nom
couffin,cufin,,nom
couille,cuya,,nom
couillon,cuyun,,nom
couler,curà,,verbe
couleur,curù,,nom
couleuvre,biscia ratiera,,nom
coulis,culi,,nom
coulisse,culissa,,nom
coulisser,culissà,,verbe
couloir,curridù,,nom
coulpe,curpa,,nom
coup,cou,,nom
coupable,curpevule,,adjectif
coupe (récipient),cupa,,nom
couper,tayà,,verbe
couple,cubia,,nom
coupler,cubià,,verbe
coupole,cupula,,nom
coupon (étoffe),cupun,,nom
coupure,tayu,,nom
cour,curte,,nom
courage,curage,,nom
courageux,curagiusu,,adjectif
couramment,currentamente,,adjectif
courant,sm,,adjectif
courbe,cürvu,,adjectif
courber,cürvà,,verbe
coureuse,currüsa,,nom
courge,süca,,nom
courgette,sücun,,nom
courir,curre,,verbe
couronne,curuna,,nom
couronnement,curunamentu,,nom
couronner,curunà,,verbe
courrier,curriè,,nom
l'heure du courrier,l'ura d'a posta,,autre
courroie,currea,,nom
cours,cursu,,nom
course,cursa,,nom
court,ad,,adjectif
courtaud,bodu,,adjectif
courtilière,bubi,,nom
courtine,curtina,,nom
courtisan,sm,,adjectif
courtisanerie,curtisanaria,,nom
courtiser,carignà,,verbe
courtois,curtese,,adjectif
courtoisie,curtesia,,nom
cousin (parent),cuju,,nom
cousin (insecte),papataiju,,nom
coussin,cuscin,,nom
coussinet,cuscinetu,,nom
coût,custu,,nom
couteau,cutelu,,nom
coutelas,cutelassu,,nom
coûter,custà,,verbe
coûteux,custusu,,adjectif
coutume,üsança,,nom
couture,custüra,,nom
sur toutes les coutures,per cada versu,,autre
couturier,cutüriè,,nom
couvée,cuvagna,,nom
couvent,cunventu,,nom
couver,cuvà,,verbe
couvercle,cüverciu,,nom
couvert (de couvrir),cüvertu,,adjectif
couvert (ustensiles),cuver,,nom
couverture,cüverta,,nom
couverture (toit),cüvertu,,nom
couvre-pied,vana,,nom
couvrir,crœve,,verbe
se couvrir,se crœve,,verbe
crabe,grita,,nom
crabe poilu,grita perusa,,nom
crachat,scraciu,,nom
cracher,scracià,,verbe
craie,crè,,nom
craindre,cregne,,verbe
se craindre,se cregne,,verbe
crainte,paura,,nom
de crainte que,timur che,,autre
craintif,paurusu,,adjectif
crampe,crampa,,nom
crampon,rampun,,nom
cramponner (se),se rampunà,,verbe
cran (entaille),tayu,,nom
cran (courage),curage,,nom
crâne,craniu,,nom
crâner,fa u bül u,,verbe
crâneur,sm,,adjectif
crapaud,bagiu,,nom
crapule,crapüla,,nom
craquement,scrosciu,,nom
craquer,scruscià,,verbe
crasse,crassa,,nom
crasseux,crassusu,,adjectif
cratère,crateru,,nom
cravate,cravata,,nom
crayon,creiyun,,nom
créance,creança,,nom
créance,creditu,,nom
perdre toute créance,perde a cunfiança,,autre
créancier,creàitù,,adjectif
créateur,creatù,,adjectif
création,creaçiun,,nom
créature,creatüra,,nom
crécelle,ragnura,,nom
crèche (mangeoire),grüpia,,nom
crèche de Noël,presepi,,autre
crèche (asile d'enfants),asilu,,nom
crédence,credença,,nom
crédit,credi,,nom
credo,credu,,nom
crédulité,credülità,,nom
créer,creà,,verbe
crémaillère (foyer),caena,,nom
crémaillère (rail denté),cremayera,,nom
crémaillère,caena,,nom
crémaillère,cremayera,,nom
crémation,cremaçiun,,nom
crématoire,crematori,,adjectif
crème,crema,,adjectif
crémeux,cremusu,,adjectif
créosote,creusota,,nom
crêpe (étoffe),crespa,,nom
crêpe (galette),pasta fi-ita,,nom
crêpe de pois chiches,soca,,autre
crêper,crespà,,verbe
se crêper le chignon,se piyà per i caviyi,,autre
crépine,crespina,,nom
crépir,üncauçinà,,verbe
crépuscule,crepüsculu,,nom
cresson,cressun,,nom
crête,cresta,,nom
crétin,cretin,,adjectif
cretonne,criltuna,,nom
creuser,scavà,,verbe
se creuser la tête,se lambicà,,autre
creux,cavità,,adjectif
crevasse,crepaj.ira,,nom
crevasser (se),se screpulà,,verbe
crever,crepà,,verbe
se crever au travail,sgümà,,autre
se crever au travail,rüscà,,autre
crevette,gambaru de marina,,nom
cri,criu,,nom
criaillerie,ciamada,,nom
criard,clamurusu,,adjectif
crible,crivelu,,nom
cribler,crivelà,,verbe
criée,cria,,nom
crier,crià,,verbe
criminel,criminale,,adjectif
crinière,criniera,,nom
crinoline,crinulina,,nom
criquet,grilu,,nom
crise,crisa,,nom
crisper,crespà,,verbe
cristal,cristalu,,nom
cristallin,cristalin,,adjectif
cristallisation,cristalisaçiun,,nom
cristalliser,cristalisà,,verbe
se cristalliser,se cristalisà,,verbe
critère,criteri,,nom
crithme,basiya,,nom
critique,criticu,,adjectif
critiquer,criticà,,verbe
croc (crochet),ganci,,nom
croc (dent),canina de carnass1e,,nom
croc,ganci,,nom
croc,canina de carnass1e,,nom
crochet,ganciu,,nom
crocheter,crucetà,,verbe
crocodile,cucudrilu,,nom
croire,crede,,verbe
croisé,üncrujau,,autre
croisée,fenestra,,nom
croisée,üncruju,,nom
croisement,üncruju,,nom
croiser,üncrujà,,verbe
se croiser,s'üncrujà,,verbe
croisière,crujera,,nom
croisillon,crujiyun,,nom
croissance,crescença,,nom
croître,cresce,,verbe
croix,cruje,,nom
croquant,crucante,,adjectif
croquant,paisan,,nom
croque-mitaine,babau,,nom
croque-mort,becalin,,nom
croquer,crucà,,verbe
croquette,purpeta,,nom
crosse,scrossura,,nom
crotte,cagarela,,nom
crouler,crulà,,verbe
croupe,darrè,,nom
croupier,grupiè,,nom
croupière,sutacua,,nom
croupion,bucun d'u preve,,nom
croûte,crusta,,nom
croyable,credibile,,adjectif
croyance,credença,,nom
croyant,credente,,adjectif
cru,crüu,,adjectif
cruauté,crüdelità,,nom
cruche,giarru,,nom
crucifié,crücifissu,,adjectif
crucifiement,crücifiçiun,,nom
crucifier,crücifià,,verbe
crucifix,crücifissu,,nom
crudité,urtage che se magna crüu,,nom
salade de crudités,cundiyun,,autre
dire des crudités,e di grosse,,autre
cruel,crüele,,adjectif
crypte,cripta,,nom
cube,cübu,,nom
cuber,cübà,,verbe
cubique,cûbicu,,adjectif
cueillette,recolta,,nom
cueillir,chœye,,verbe
cuiller,cüyà,,autre
cuillerée,cüyà,,nom
cuir,chœru,,nom
cuirasse,curassa,,nom
le défaut de la cuirasse,u puntu debule,,autre
cuirassé,sm,,adjectif
cuire,chœije,,verbe
cuisine,cujina,,nom
cuisiner,cujinà,,verbe
cuisiner quelqu'un,pruvà de cunfessà,,autre
cuisinier,cujinè,,nom
cuisinière (fourneau),fumelu,,autre
cuisse,chœscia,,nom
rompre les cuisses,deschœscià,,autre
cuisson,chœtüra,,nom
cuite,ciuca,,nom
cuivre rouge,aramu,,nom
cul,cü,,nom
culasse,cülassa,,nom
culbute,stramacu,,nom
faire la culbute,se ruinà,,autre
culot (fond),fundu,,nom
culotte,bragheta,,nom
culotter (de culotte),ümbragà,,verbe
se culotter,s'ümbragà,,verbe
culotter (noircir),ümbratà,,verbe
une pipe culottée,üna pipa ümbratà,,autre
culte,cültu,,nom
cultivateur,cültivatù,,nom
cultiver,cültivà,,verbe
cultiver,cürtivà,,verbe
se cultiver,s'instrüi,,verbe
culture,cültüra,,nom
culture,cültivaçiun,,nom
culturel,cültürale,,adjectif
cumul,cümülu,,nom
cumuler,cümülà,,verbe
cupide,cüpidu,,adjectif
cupidité,cüpidità,,nom
cure (soin),cüra,,nom
n'avoir cure,se ne fute,,autre
cure (presbytère),cüria,,nom
curé,cüratu,,nom
cure-dent,scüradenti,,nom
curer,scürà,,verbe
curieux,cüriusu,,adjectif
curiosité,cüriusità,,nom
cuve,tina,,nom
cuvette,cunca,,nom
contenu d'une cuvette,cuncà,,autre
cyclamen,çiclamen,,nom
cyclamen,ciclamin,,nom
cycle,ciclu,,nom
cycliste,ciclista,,adjectif
cygne,çignu,,nom
cylindre,cilindru,,nom
cymbale,cimbala,,nom
cynique,cinicu,,adjectif
cynisme,cinismu,,nom
cyprès,arcipressu,,nom
cytise,amburnu,,nom
